Cell_Type,Cell_Type_Full,Cell_Type_Alternate,Marker,Alternate_Name,Source,Species,Tissue_Type,Details,Notes
ILC,Innate_Lymphoid_Cell,NA,SOX4,NA,Azimuth,Human,NA,CL_0001065,Human PBMCs reference
ILC,Innate_Lymphoid_Cells,NA,TLE1,NA,CellTypist,Human,"Intestine, Mesenteric lymph node, Spleen",CL:0001065,specialised innate immune cells from the lymphoid lineage but without antigen-specific T-cell receptors on the surface
ILC,Innate_Lymphoid_Cell,NA,TNFRSF18,NA,Azimuth,Human,NA,CL_0001065,Human PBMCs reference
ILC,Innate_Lymphoid_Cell,NA,TNFRSF4,NA,Azimuth,Human,NA,CL_0001065,Human PBMCs reference
ILC,Innate_Lymphoid_Cell,NA,TRDC,NA,Azimuth,Human,NA,CL_0001065,Human PBMCs reference
ILC,Innate_Lymphoid_Cell,NA,TTLL10,NA,Azimuth,Human,NA,CL_0001065,Human PBMCs reference
ILC,Innate_Lymphoid_Cell,NA,TYROBP,NA,Azimuth,Human,NA,CL_0001065,Human PBMCs reference
ILC,NK_Cells,NA,XCL2,NA,CellTypist,Human,"Blood, Bone marrow, Decidua, Intestine, Kidney, Liver, Lung, Mesenteric lymph node, Spleen, Thymus, Tonsil, Trachea",CL:0000623,granular lymphocytes that play protective roles against both infectious pathogens and cancer using antibody-dependent cell-mediated cytotoxicity
ILC_Precursor,Precursor_Innate_Lymphoid_Cells,NA,HPN,NA,CellTypist,Human,Liver,CL:0001082,innate lymphoid cell precursors which give rise to innate lymphoid cells and lack the characteristics of their mature progenies
ILC_Precursor,Precursor_Innate_Lymphoid_Cells,NA,LST1,NA,CellTypist,Human,Liver,CL:0001082,innate lymphoid cell precursors which give rise to innate lymphoid cells and lack the characteristics of their mature progenies
ILC_Precursor,Precursor_Innate_Lymphoid_Cells,NA,SCN1B,NA,CellTypist,Human,Liver,CL:0001082,innate lymphoid cell precursors which give rise to innate lymphoid cells and lack the characteristics of their mature progenies
Keratinocytes,Keratinocytes,NA,FLG,FLG1,Mary_Tomayko,Human,Skin,NA,NA
Keratinocytes,Keratinocytes,NA,GJB6,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
Keratinocytes,Keratinocytes,NA,IVL,NA,Mary_Tomayko,Human,Skin,NA,NA
Keratinocytes,Keratinocytes,NA,KRT1,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
Keratinocytes,Keratinocytes,NA,KRT1,NA,Mary_Tomayko,Human,Skin,NA,NA
Keratinocytes,Keratinocytes,NA,KRT1,NA,Literature,Human,Skin,doi.org/10.1101/689273,NA
Keratinocytes,Keratinocytes,NA,KRT10,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
Keratinocytes,Keratinocytes,NA,KRT10,NA,Mary_Tomayko,Human,Skin,NA,NA
Keratinocytes,Keratinocytes,NA,KRT14,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
Keratinocytes,Keratinocytes,NA,KRT14,NA,Mary_Tomayko,Human,Skin,NA,NA
Keratinocytes,Keratinocytes,NA,KRT16,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
Keratinocytes,Keratinocytes,NA,KRT2,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
Keratinocytes,Keratinocytes,NA,KRT23,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
Keratinocytes,Keratinocytes,NA,KRT5,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
Keratinocytes,Keratinocytes,NA,KRT5,NA,Mary_Tomayko,Human,Skin,NA,NA
Keratinocytes,Keratinocytes,NA,KRT5,NA,Literature,Human,Skin,doi.org/10.1101/689273,NA
Keratinocytes,Keratinocytes,NA,KRT6B,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
Keratinocytes,Keratinocytes,NA,KRT77,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
Keratinocytes,Keratinocytes,NA,KRTDAP,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
Keratinocytes,Keratinocytes,NA,SBSN,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
Langerhans,Langerhans_Migratory,NA,CCR7,NA,Literature,Human,Skin,10.1016/j.immuni.2021.08.012,Paper sent by Alexia Belperron
Langerhans,Langerhans,NA,CD1A,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
Langerhans,Langerhans,NA,CD1A,NA,Literature,Human,Skin,10.1016/j.immuni.2021.08.012,Paper sent by Alexia Belperron
Langerhans,Langerhans,NA,CD1A,NA,Mary_Tomayko,Human,Skin,NA,NA
Langerhans,Langerhans,NA,CD1B,NA,Literature,Human,Skin,10.1016/j.immuni.2021.08.012,Paper sent by Alexia Belperron
Langerhans,Langerhans,NA,CD1C,NA,Literature,Human,Skin,10.1016/j.immuni.2021.08.012,Paper sent by Alexia Belperron
Langerhans,Langerhans,NA,CD207,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
Langerhans,Langerhans,NA,CD207,NA,Literature,Human,Skin,10.1016/j.immuni.2021.08.012,Paper sent by Alexia Belperron
Langerhans,Langerhans,NA,CD207,NA,Mary_Tomayko,Human,Skin,NA,NA
Langerhans,Langerhans,NA,CD74,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
Langerhans,Langerhans_Activated,NA,CD83,NA,Literature,Human,Skin,10.1016/j.immuni.2021.08.012,Paper sent by Alexia Belperron
Langerhans,Langerhans,NA,HLA-DRA,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
Langerhans,Langerhans,NA,SRGN,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
Macrophages,Macrophages,Alveolar_Macrophages,BHLHE41,NA,CellTypist,Human,"Bone marrow, Intestine, Liver, Lung, Lung-draining lymph node, Mesenteric lymph node, Omentum, Spleen",CL:0000583,resident macrophages in the alveoli of the lungs responsible for removal of particles and regulation of immune responses
Macrophages,Macrophages,Macrophages,C1QA,NA,CellTypist,Human,"Decidua, Eye, Intestine, Lung, Mesenteric lymph node, Placenta, Spleen, Thymus, Trachea, Upper airway",CL:0000235,"specialised mononuclear phagocytic cells which recognise, engulf and degrade cellular debris and pathogens in various tissues"
Macrophages,Macrophages,Intermediate_Macrophages,CCL2,NA,CellTypist,Human,"Bone marrow, Liver, Lung, Lung-draining lymph node",CL:0000235,TNIP3+ CCL2+ macrophages which are largely restricted to the lung and related to lung pathology
Macrophages,Macrophages,Macrophages,CD14,NA,Mary_Tomayko,Human,Skin,NA,NA
Macrophages,Macrophages,Macrophages,CD163,NA,Mary_Tomayko,Human,Skin,NA,NA
Macrophages,Macrophages,Intestinal_Macrophages,CD209,NA,CellTypist,Human,"Intestine, Lung, Lung-draining lymph node, Omentum, Spleen",CL:0000235,mature macrophages specifically present in the gut important for intestinal homeostasis and inflammation
Macrophages,Macrophages,Erythrophagocytic_Macrophages,CD5L,NA,CellTypist,Human,"Bone marrow, Intestine, Liver, Lung, Lung-draining lymph node, Mesenteric lymph node, Omentum, Spleen",CL:0000235,erythrophagocytosis-related macrophages including red pulp macrophages and Kupffer cells that mainly populate the spleen and liver
Macrophages,Macrophages,Kupffer_Cells,CD5L,NA,CellTypist,Human,Liver,CL:0000091,resident macrophages in liver under non-inflammatory conditions which line the hepatic sinusoids and are involved in erythrocyte clearance
Macrophages,Macrophages,Macrophages,CD68,NA,CellTypist,Human,"Decidua, Eye, Intestine, Lung, Mesenteric lymph node, Placenta, Spleen, Thymus, Trachea, Upper airway",CL:0000235,"specialised mononuclear phagocytic cells which recognise, engulf and degrade cellular debris and pathogens in various tissues"
Macrophages,Macrophages,Macrophages,CD68,NA,Literature,Human,Skin,doi.org/10.1101/689273,NA
Macrophages,Macrophages,Kidney-Resident_Macrophages,CD74,NA,CellTypist,Human,Kidney,CL:1000698,long-lived macrophages resident in the kidney under non-inflammatory conditions and maintaining homeostasis and resolving inflammation
Macrophages,Macrophages,Kupffer_Cells,CETP,NA,CellTypist,Human,Liver,CL:0000091,resident macrophages in liver under non-inflammatory conditions which line the hepatic sinusoids and are involved in erythrocyte clearance
Macrophages,Macrophages,Macrophages,CSF1R,NA,Mary_Tomayko,Human,Skin,NA,NA
Macrophages,Macrophages,Kidney-Resident_Macrophages,CSF2RA,NA,CellTypist,Human,Kidney,CL:1000698,long-lived macrophages resident in the kidney under non-inflammatory conditions and maintaining homeostasis and resolving inflammation
Macrophages,Macrophages,Macrophages,CTSS,NA,Literature,Human,Skin,doi.org/10.1101/689273,NA
Macrophages,Macrophages,Hofbauer_Cells,F13A1,NA,CellTypist,Human,"Decidua, Placenta",CL:3000001,primitive placental resident macrophages with granules and vacuoles found in placenta particularly during early pregnancy
Macrophages,Macrophages,Alveolar_Macrophages,GPNMB,NA,CellTypist,Human,"Bone marrow, Intestine, Liver, Lung, Lung-draining lymph node, Mesenteric lymph node, Omentum, Spleen",CL:0000583,resident macrophages in the alveoli of the lungs responsible for removal of particles and regulation of immune responses
Macrophages,Macrophages,Intestinal_Macrophages,IGF1,NA,CellTypist,Human,"Intestine, Lung, Lung-draining lymph node, Omentum, Spleen",CL:0000235,mature macrophages specifically present in the gut important for intestinal homeostasis and inflammation
Macrophages,Macrophages,Hofbauer_Cells,LYVE1,NA,CellTypist,Human,"Decidua, Placenta",CL:3000001,primitive placental resident macrophages with granules and vacuoles found in placenta particularly during early pregnancy
Macrophages,Macrophages,Hofbauer_Cells,SCIN,NA,CellTypist,Human,"Decidua, Placenta",CL:3000001,primitive placental resident macrophages with granules and vacuoles found in placenta particularly during early pregnancy
Macrophages,Macrophages,Erythrophagocytic_Macrophages,SCL40A1,NA,CellTypist,Human,"Bone marrow, Intestine, Liver, Lung, Lung-draining lymph node, Mesenteric lymph node, Omentum, Spleen",CL:0000235,erythrophagocytosis-related macrophages including red pulp macrophages and Kupffer cells that mainly populate the spleen and liver
Macrophages,Macrophages,Intestinal_Macrophages,SDS,NA,CellTypist,Human,"Intestine, Lung, Lung-draining lymph node, Omentum, Spleen",CL:0000235,mature macrophages specifically present in the gut important for intestinal homeostasis and inflammation
Macrophages,Macrophages,Kidney-Resident_Macrophages,SELENOP,SEPP1,CellTypist,Human,Kidney,CL:1000698,long-lived macrophages resident in the kidney under non-inflammatory conditions and maintaining homeostasis and resolving inflammation
Macrophages,Macrophages,Erythrophagocytic_Macrophages,SPIC,NA,CellTypist,Human,"Bone marrow, Intestine, Liver, Lung, Lung-draining lymph node, Mesenteric lymph node, Omentum, Spleen",CL:0000235,erythrophagocytosis-related macrophages including red pulp macrophages and Kupffer cells that mainly populate the spleen and liver
Macrophages,Macrophages,Intermediate_Macrophages,SPP1,NA,CellTypist,Human,"Bone marrow, Liver, Lung, Lung-draining lymph node",CL:0000235,TNIP3+ CCL2+ macrophages which are largely restricted to the lung and related to lung pathology
Macrophages,Macrophages,Intermediate_Macrophages,TNIP3,NA,CellTypist,Human,"Bone marrow, Liver, Lung, Lung-draining lymph node",CL:0000235,TNIP3+ CCL2+ macrophages which are largely restricted to the lung and related to lung pathology
Macrophages,Macrophages,Alveolar_Macrophages,TREM2,NA,CellTypist,Human,"Bone marrow, Intestine, Liver, Lung, Lung-draining lymph node, Mesenteric lymph node, Omentum, Spleen",CL:0000583,resident macrophages in the alveoli of the lungs responsible for removal of particles and regulation of immune responses
Macrophages,Macrophages,Macrophages,TREM2,NA,CellTypist,Human,"Decidua, Eye, Intestine, Lung, Mesenteric lymph node, Placenta, Spleen, Thymus, Trachea, Upper airway",CL:0000235,"specialised mononuclear phagocytic cells which recognise, engulf and degrade cellular debris and pathogens in various tissues"
Macrophages,Macrophages,Kupffer_Cells,VCAM1,NA,CellTypist,Human,Liver,CL:0000091,resident macrophages in liver under non-inflammatory conditions which line the hepatic sinusoids and are involved in erythrocyte clearance
Mast,Mast_Cells,NA,CPA3,NA,CellTypist,Human,"Blood, Bone marrow, Eye, Intestine, Liver, Lung, Lung-draining lymph node, Oesophagus, Spleen, Thymus",CL:0000097,long-lived innate migrant cells found in most tissues with many large basophilic granules rich in histamine and heparin
Mast,Mast_Cells,NA,CPA3,NA,HUSCH,Human,Blood,husch.comp-genomics.org/#/info_tissue/Blood,NA
Mast,Mast_Cells,NA,CPA3,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
Mast,Mast_Cells,NA,CPA3,NA,Literature,Human,Skin,doi.org/10.1101/689273,NA
Mast,Mast_Cells,NA,CXCL3,NA,HUSCH,Human,Blood,husch.comp-genomics.org/#/info_tissue/Blood,NA
Mast,Mast_Cells,NA,CXCL3,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
Mast,Mast_Cells,NA,FCER1A,NA,Mary_Tomayko,Human,Skin,NA,NA
Mast,Mast_Cells,NA,IL1RL1,NA,Literature,Human,Skin,doi.org/10.1101/689273,NA
Mast,Mast_Cells,NA,MUC5AC,NA,HUSCH,Human,Blood,husch.comp-genomics.org/#/info_tissue/Blood,NA
Mast,Mast_Cells,NA,MUC5AC,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
Mast,Mast_Cells,NA,TPSAB1,NA,CellTypist,Human,"Blood, Bone marrow, Eye, Intestine, Liver, Lung, Lung-draining lymph node, Oesophagus, Spleen, Thymus",CL:0000097,long-lived innate migrant cells found in most tissues with many large basophilic granules rich in histamine and heparin
Mast,Mast_Cells,NA,TPSAB1,NA,HUSCH,Human,Blood,husch.comp-genomics.org/#/info_tissue/Blood,NA
Mast,Mast_Cells,NA,TPSAB1,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
Mast,Mast_Cells,NA,TPSB2,NA,CellTypist,Human,"Blood, Bone marrow, Eye, Intestine, Liver, Lung, Lung-draining lymph node, Oesophagus, Spleen, Thymus",CL:0000097,long-lived innate migrant cells found in most tissues with many large basophilic granules rich in histamine and heparin
Megakaryocyte_Early,Early_Megakaryocytes,NA,CMTM5,NA,CellTypist,Human,"Blood, Bone marrow",CL:0000553,early megakaryocytes which are committed to megakaryocyte lineage cells
Megakaryocyte_Early,Early_Megakaryocytes,NA,PF4,NA,CellTypist,Human,"Blood, Bone marrow",CL:0000553,early megakaryocytes which are committed to megakaryocyte lineage cells
Megakaryocyte_Early,Early_Megakaryocytes,NA,SELP,NA,CellTypist,Human,"Blood, Bone marrow",CL:0000553,early megakaryocytes which are committed to megakaryocyte lineage cells
Megakaryocyte_Precursor,Megakaryocyte_Precursor,NA,CAVIN1,NA,CellTypist,Human,Bone marrow,CL:0000553,megakaryocyte precursors in the bone marrow that are committed to megakaryocytes
Megakaryocyte_Precursor,Megakaryocyte_Precursor,NA,GATA2,NA,CellTypist,Human,Bone marrow,CL:0000553,megakaryocyte precursors in the bone marrow that are committed to megakaryocytes
Megakaryocyte_Precursor,Megakaryocyte_Precursor,NA,PRSS57,NA,CellTypist,Human,Bone marrow,CL:0000553,megakaryocyte precursors in the bone marrow that are committed to megakaryocytes
Megakaryocytes,Megakaryocytes,NA,ITGA2B,NA,HUSCH,Human,Blood,husch.comp-genomics.org/#/info_tissue/Blood,NA
Megakaryocytes_Platelets,Megakaryocytes_Platelets,NA,CMTM5,NA,CellTypist,Human,"Blood, Bone marrow, Liver, Spleen",CL:0000556,large multinucleated cells with numerous azurophilic granules and with mature blood platelets released from the cytoplasm
Megakaryocytes_Platelets,Megakaryocytes_Platelets,NA,ITGA2B,NA,CellTypist,Human,"Blood, Bone marrow, Liver, Spleen",CL:0000556,large multinucleated cells with numerous azurophilic granules and with mature blood platelets released from the cytoplasm
Megakaryocytes_Platelets,Megakaryocytes_Platelets,NA,PF4,NA,CellTypist,Human,"Blood, Bone marrow, Liver, Spleen",CL:0000556,large multinucleated cells with numerous azurophilic granules and with mature blood platelets released from the cytoplasm
Melanocytes,Melanocytes,NA,DCT,NA,Mary_Tomayko,Human,Skin,NA,NA
Melanocytes,Melanocytes,NA,MLANA,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
Melanocytes,Melanocytes,NA,MLANA,NA,Mary_Tomayko,Human,Skin,NA,NA
Melanocytes,Melanocytes,NA,PMEL,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
Melanocytes,Melanocytes,NA,PMEL,NA,Mary_Tomayko,Human,Skin,NA,NA
Melanocytes,Melanocytes,NA,TYRP1,NA,Mary_Tomayko,Human,Skin,NA,NA
Monocytes,Monocytes,NA,AIF1,NA,Azimuth,Human,NA,CL_0000576,Human PBMCs reference
Monocytes,Monocytes,Classical_Monocytes,CD14,NA,CellTypist,Human,"Blood, Bone marrow, Intestine, Kidney, Liver, Lung, Lung-draining lymph node, Mesenteric lymph node, Omentum, Skeletal muscle, Spleen, Thymus, Upper airway",CL:0000860,CD14+ myeloid mononuclear recirculating leukocytes that are capable of differentiating into macrophages and myeloid lineage dendritic cells
Monocytes,Monocytes,NA,CTSS,NA,Azimuth,Human,NA,CL_0000576,Human PBMCs reference
Monocytes,Monocytes,NA,FCN1,NA,Azimuth,Human,NA,CL_0000576,Human PBMCs reference
Monocytes,Monocytes,NA,FCN1,NA,CellTypist,Human,"Blood, Bone marrow, Intestine, Liver, Lung, Spleen, Thymus, Upper airway",CL:0000576,myeloid mononuclear recirculating leukocytes that are capable of differentiating into macrophages and myeloid lineage dendritic cells
Monocytes,Monocytes,NA,LYZ,NA,Azimuth,Human,NA,CL_0000576,Human PBMCs reference
Monocytes,Monocytes,NA,LYZ,NA,CellTypist,Human,"Blood, Bone marrow, Intestine, Liver, Lung, Spleen, Thymus, Upper airway",CL:0000576,myeloid mononuclear recirculating leukocytes that are capable of differentiating into macrophages and myeloid lineage dendritic cells
Monocytes,Monocytes,NA,MNDA,NA,Azimuth,Human,NA,CL_0000576,Human PBMCs reference
Monocytes,Monocytes,NA,NEAT1,NA,Azimuth,Human,NA,CL_0000576,Human PBMCs reference
Monocytes,Monocytes,NA,PSAP,NA,Azimuth,Human,NA,CL_0000576,Human PBMCs reference
Monocytes,Monocytes,Classical_Monocytes,S100A12,NA,CellTypist,Human,"Blood, Bone marrow, Intestine, Kidney, Liver, Lung, Lung-draining lymph node, Mesenteric lymph node, Omentum, Skeletal muscle, Spleen, Thymus, Upper airway",CL:0000860,CD14+ myeloid mononuclear recirculating leukocytes that are capable of differentiating into macrophages and myeloid lineage dendritic cells
Monocytes,Monocytes,NA,S100A9,NA,Azimuth,Human,NA,CL_0000576,Human PBMCs reference
Monocytes,Monocytes,Classical_Monocytes,S100A9,NA,CellTypist,Human,"Blood, Bone marrow, Intestine, Kidney, Liver, Lung, Lung-draining lymph node, Mesenteric lymph node, Omentum, Skeletal muscle, Spleen, Thymus, Upper airway",CL:0000860,CD14+ myeloid mononuclear recirculating leukocytes that are capable of differentiating into macrophages and myeloid lineage dendritic cells
Monocytes,Monocytes,NA,S100A9,NA,CellTypist,Human,"Blood, Bone marrow, Intestine, Liver, Lung, Spleen, Thymus, Upper airway",CL:0000576,myeloid mononuclear recirculating leukocytes that are capable of differentiating into macrophages and myeloid lineage dendritic cells
Monocytes,Monocytes,NA,SERPINA1,NA,Azimuth,Human,NA,CL_0000576,Human PBMCs reference
Monocytes,Monocytes,NA,TYROBP,NA,Azimuth,Human,NA,CL_0000576,Human PBMCs reference
Monocytes_CD14,CD14_Monocytes,NA,CD14,NA,Azimuth,Human,NA,CL_0002057,Human PBMCs reference
Monocytes_CD14,CD14_Monocytes,NA,CD14,NA,Ira_Fleming,Human,Skin,NA,NA
Monocytes_CD14,CD14_Monocytes,NA,CD68,NA,Ira_Fleming,Human,Skin,NA,NA
Monocytes_CD14,CD14_Monocytes,NA,CTSD,NA,Azimuth,Human,NA,CL_0002057,Human PBMCs reference
Monocytes_CD14,CD14_Monocytes,NA,CTSS,NA,Azimuth,Human,NA,CL_0002057,Human PBMCs reference
Monocytes_CD14,CD14_Monocytes,NA,FCGR3A,CD16,Ira_Fleming,Human,Skin,NA,NA
Monocytes_CD14,CD14_Monocytes,NA,FCN1,NA,Azimuth,Human,NA,CL_0002057,Human PBMCs reference
Monocytes_CD14,CD14_Monocytes,NA,G0S2,NA,Azimuth,Human,NA,CL_0002057,Human PBMCs reference
